cdsCode|lea|priorityNumber|numMisassignments|numMaterials|numFacilities|meetingDate|performance|additionalInfo|year
30666700101626|Edward B. Cole Academy|1|0|0|0|2019-09-16|Met||2019
23656072330272|Eel River Charter|1|0|0|0|2019-09-11|Met||2019
37679910108563|EJE Elementary Academy Charter|1|0|0|0|2019-09-12|Met||2019
37679910119255|EJE Middle Academy|1|0|0|0|2019-09-12|Met||2019
19647331932623|El Camino Real Charter High|1|Misassignments of teachers of EL - 0; Total teacher misassignments - 0; Vacant teacher positions - 1|0|0|2019-10-24|Met||2019
13631230000000|El Centro Elementary|1|0/0% MIsassignments of teachers of English Learners; 2/.7% total teacher misassignments; 1/.3% vacant teachers positions.|0/0% of students without access|316|2019-10-08|Met|The number of deficiencies indicates minor repairs across all 11 school sites. All schools received a Good or Exemplar overall rating on the Facilities Inspection Tool in August or October 2019 as reported to the Board of Trustees. All vacant teacher positions have since been filled after the October 8, 2019 presentation to the Board of Trustees.|2019
09100900000000|El Dorado County Office of Education|1|0|0|0|2019-10-01|Met|Basic Conditions: Blue Ridge School used locally available information, including data currently reported through the School Accountability Report Card (SARC), which can be found on the EDCOE website at http://edcoe.org/search?search=SARC  o Teachers are appropriately credentialed per the law of the state.  As a result, 100% of the teachers meet state credentialing requirements.     o Blue Ridge School adopted standards aligned textbooks and instructional materials. All students have access to their own copy of standards aligned textbooks.  As a result, 100% of the students have access to standards based coursework.   o Facilities were inspected in 2018 and 2019.  Inspections indicated that both facilities were safe, clean and in good repair and the learning environment was culturally responsive.    o Student surveys were conducted and addressed a variety of topics.  Students indicated in the surveys that they feel safe at school.|2019
09618530000000|El Dorado Union High|1|2|0|0|2019-10-22|Met||2019
19645010000000|El Monte City|1|0|0|0|2019-10-14|Met||2019
19645190000000|El Monte Union High|1|2 vacancies; 0% overall (2/462)|0|0|2019-10-02|Met||2019
24656800000000|El Nido Elementary|1|0|0|0|2019-10-08|Met||2019
19647336016869|El Oro Way Charter For Enriched Studies|1|0|0|0|2019-10-23|Met|El Oro Way Charter for Enriched Studies continued to have zero misassignments of teachers of English learners and zero total teacher misassignments. The number of vacant teacher positions also continues to be Zero. Zero students in El Oro Way Charter for Enriched Studies were without access to their own copies of instructional materials again this year. Zero instances of facilities not meeting “good repair” were reported on the most recent facilities Inspection.|2019
30666216094874|El Rancho Charter|1|0|0|0|2019-10-02|Met||2019
19645270000000|El Rancho Unified|1|1 (.27%) misassignment of teacher of English learners; 1 total teacher misassingment; 0 vacancies|0 (0%)|10|2019-10-15|Met||2019
19645350000000|El Segundo Unified|1|0|0|0|2019-10-22|Met||2019
30666706119127|El Sol Santa Ana Science and Arts Academy|1|0|0|0|2019-06-13|Met||2019
15751680000000|El Tejon Unified|1|1|0|0|2019-10-10|Met|El Tejon Unified is dedicated making sure that all students receive a proper education based on the California Common Core State Standards by appropriately credentialed teachers.|2019
54105466119291|Eleanor Roosevelt Community Learning Center|1|0%|0%|0|2019-10-08|Met|We recently completed a new addition of offices, meeting spaces, family center, and assembly pavilion that will help us better serve our community.|2019
37683380129395|Elevate|1|0|0|0|2019-10-01|Met||2019
48705734830113|Elise P. Buckingham Charter Magnet High|1|0|0|0|2019-10-24|Met||2019
36750510138107|Elite Academic Academy - Adult Work Force Investment|1|0|0|0|2019-10-03|Met|Elite Academic Academy hires highly-qualified credentialed teaching staff to work directly with our students. As an independent study school, our students have access to a variety of standards-aligned curriculum utilizing traditional textbooks, virtual courses, and our very own teacher-created courses.|2019
36750510136960|Elite Academic Academy - Lucerne|1|0|0|0|2019-10-03|Met|Elite Academic Academy hires highly-qualified credentialed teaching staff to work directly with our students. As an independent study school, our students have access to a variety of standards-aligned curriculum utilizing traditional textbooks, virtual courses, and our very own teacher-created courses.|2019
37682130136978|Elite Academic Academy - Mountain Empire|1|0|0|0|2019-10-03|Met|Elite Academic Academy hires highly-qualified credentialed teaching staff to work directly with our students. As an independent study school, our students have access to a variety of standards-aligned curriculum utilizing traditional textbooks, virtual courses, and our very own teacher-created courses. We do not have resource centers and meet with students in mutually agreed upon public locations.|2019
34673146112254|Elk Grove Charter|1|EGCS has 0 misassigned teachers of English learners, 0 misassigned total teachers and 0 vacant teacher positions.|0 students (0%)|0|2019-10-01|Met||2019
34673140000000|Elk Grove Unified|1|2 teachers (0.1%) were mis-assigned for EL students, 2 teachers (0.1%) were mis-assigned in total, and there were 10 vacant teacher positions (0.3%).|0 students (0%)|0|2019-10-01|Met||2019
15634460000000|Elk Hills Elementary|1|0|0|0|2019-10-08|Met||2019
52715140000000|Elkins Elementary|1|0|0|0|2019-10-15|Met||2019
34673220000000|Elverta Joint Elementary|1|0|0|0|2019-10-08|Met||2019
19647336057988|Emerson Community Charter|1|0%|0%|0|2019-11-04|Met||2019
01611680000000|Emery Unified|1|2 vacant positions|0|0|2019-10-23|Met|At the moment, the district has an ELA teacher position at the high school and a math/science teacher position at the middle school vacant. Both positions are posted on Edjoin and advertised to 5 local universities. These positions will be filled as soon as we get qualified candidates.|2019
36677360128439|Empire Springs Charter|1|0 misassignments of teachers of English learners; 0 total teacher misassignments, and 2 vacant teacher position|0|0|2019-12-12|Met||2019
50710760000000|Empire Union Elementary|1|0|0|0|2019-10-03|Met|The Empire Union School District continues to have clean and functional school facilities, all students have access to aligned instructional materials, and all teachers are appropriately assigned.|2019
37683380129387|Empower Charter|1|0|0|0|2019-10-10|Met|Empower Charter School has met all goals and requirements for this State Priority.|2019
19753090134619|Empower Generations|1|1 misassignment - Teachers of English Learners (EL)|0%|0|2019-11-01|Met||2019
57105790132464|Empowering Possibilities International Charter|1|0|0|0|2019-10-22|Met|There were no instances of misassignment of teachers or unfilled positions at EPIC during 2018/19. All students had access to standards aligned materials both at school and at home. There were no instances where facilities did not meet the "good repair" standard.|2019
19647330117036|Enadia Way Technology Charter|1|0%|0%|0|2019-10-23|Met||2019
37680800000000|Encinitas Union Elementary|1|0|0|0|2019-10-15|Met||2019
19647336016935|Encino Charter Elementary|1|0|0|0|2019-10-17|Met||2019
33672150132498|Encore High School for the Arts - Riverside|1|0.01%|0%|0|2019-10-07|Met||2019
36750440116707|Encore Jr./Sr. High School for the Performing and Visual Arts|1|0%|0%|0|2019-10-07|Met||2019
19647330120014|Endeavor College Preparatory Charter|1|1|0|0|2019-10-09|Met||2019
45699710000000|Enterprise Elementary|1|0|0|0|2019-10-02|Met|The district collects and verifies credential information for all teachers.  Assignments are then verified and submitted to the County for evaluation by a credential analyst.  Consideration is made for placement of inexperienced or out-of-field teachers with the priority of placing most effective teachers with the highest-need students. The district has no misassigned teachers.  Out-of-field teachers are monitored and are placed within a board approved ed code assignment or are assigned a County permit; otherwise they are re-assigned within their credentialed field.|2019
36678760136952|Entrepreneur High|1|||0||Not Met||2019
19646911996438|Environmental Charter High|1|0 (0%)|0 (0%)|0|2019-10-24|Met||2019
19101990121772|Environmental Charter Middle|1|1 (5%)|0 (0%)|0|2019-10-24|Met||2019
19101990127498|Environmental Charter Middle - Inglewood|1|0 (0%)|0 (0%)|0|2019-10-24|Met||2019
01100170112607|Envision Academy for Arts & Technology|1|0|0|0|2019-11-14|Met||2019
01100170129403|Epic Charter|1|0|0|0|2019-10-31|Met||2019
01612590129403|Epic Charter|1|0|0|0|2019-10-31|Met||2019
30103060134239|EPIC Charter (Excellence Performance Innovation Citizenship)|1|0|0|0|2019-10-24|Met||2019
29102980130823|EPIC de Cesar Chavez|1|0 teacher misassignments, 1 vacant teacher position filled with a 30 day substitute as of 10/30/19|Student copies are kept at school, & for check-out|1|2019-09-21|Met|All students have access to curriculum-aligned instructional materials in the classroom. Materials are available to all students, and assigned to individuals on a check-out basis.  One classroom was found to have mold, so all students were transferred to another clean and safe classroom facility until that remediation is completed.|2019
37680980133991|Epiphany Prep Charter|1|0|0|0|2019-10-23|Met|We have established internal position and program controls to ensure we meet our standards of having a safe, warm and welcoming environment. We also have ensured that our classroom teachers are credentialed and established internal controls to ensure they continue to earn professional development to ensure their credentials are up to date.|2019
19647330126169|Equitas Academy #2|1|0|0|0|2019-10-24|Met||2019
19647330129650|Equitas Academy #3 Charter|1|0|0|0|2019-10-24|Met||2019
19647330133686|Equitas Academy 4|1|0|0|0|2019-10-24|Met||2019
19647330119982|Equitas Academy Charter|1|0|0|0|2019-10-24|Met||2019
48705730135095|Ernest Kimme Charter Academy for Independent Learning|1|0|0|0|2019-10-24|Met|Met|2019
39685020126011|Escalon Charter Academy|1|0|0|9|2019-10-15|Met|Within the school sites in the district there were 9 total instances where facilities did not meet the "good repair," standard.  Current projects are underway to modernize Dent Elementary School, the largest school site in the district.  This action plan will decrease the number of instances where schools do not meet the "good repair" status.  Other facility projects are planned throughout the district as well.|2019
39685020000000|Escalon Unified|1|0|0|14|2019-10-15|Met|Within the 7 school sites in the district there were 14 total instances where facilities did not meet the "good repair," standard.  Current projects are underway to modernize Dent Elementary School, the largest school site in the district.  This action plan will decrease the number of instances where schools do not meet the "good repair" status.  Other facility projects are planned throughout the district as well.|2019
37681063731023|Escondido Charter High|1|0 misassignments of teachers of English Learners, 1 total teacher misassignments, and 0 vacant teacher positions|0 and 0%|0|2019-10-30|Met|Our one misassigned teacher is in the process of finalizing her credential with the correct authorization. She should be finished by December 2019.|2019
37680980000000|Escondido Union|1|0|0|0|2019-10-10|Met||2019
37681060000000|Escondido Union High|1|0/0%|0/0%|0|2019-10-08|Met||2019
43694274330726|Escuela Popular Accelerated Family Learning|1|0|0|0|2019-02-26|Met||2019
43694270107151|Escuela Popular/Center for Training and Careers, Family Learning|1|1|0|0|2019-06-18|Met||2019
57726860000000|Esparto Unified|1|0%|0%|0|2019-10-23|Met|EUSD will continue to leverage resources to provide high quality technology, literacy, math, science, special education and career technical education resources for staff members to utilize with students.|2019
36677020000000|Etiwanda Elementary|1|0|0|0|2019-10-24|Met||2019
12755150000000|Eureka City Schools|1|2|0|3|2019-10-22|Met||2019
31668290000000|Eureka Union|1|0|0|0|2019-10-02|Met|No Williams Complaints reported in 2018-19|2019
41690620119503|Everest Public High|1|Vacancies - 0, ELL - 1 Subject, Misassignments - 1|0%|0|2019-06-20|Met|At Everest Public High School, we care deeply about the quality of our student experience. As a school, we value having highly qualified teachers in front of our students every minute of the day. Each year, despite the teaching pipeline, we are able to recruit and retain high-quality faculty for most of our positions. Faculty who are not highly qualified are given a pathway to quickly become credentialed and are given significant coaching to make sure that they are developing into great teachers. We have over 40 days of professional development built into our calendar as part of our commitment to this value.|2019
19647330129858|Everest Value|1|0|0|5|2019-10-25|Met|This year, Everest continued to place emphasis on providing high quality education with appropriately credentialed teachers in the classroom. Everest currently employs 11 teachers with clear credentials and 2 teachers with preliminary credentials.   Students have access to their HMH, Learning Farm, TCI Science and Social Science curriculum platforms in both online and paper texts. Everest has also purchased ELD online curriculum to assist EL students in their classrooms.   As Everest Value School continues to search for its permanent building, it currently rents a facility at a church in Koreatown. Although the building is old, the school and church have worked together this year to upgrade fix the electrical wiring, replace water fountains, AC units, install new locks, resurface the roof, refresh old walls with new paint, renovate flooring in the majority of the classrooms, as well as installing new cameras to improve safety around the school. This has taken the number of items on the SARC in “fair” condition down to 7 and eliminated any "poor" as of the 2018-19 SARC.  Based on feedback from last year’s LCAP survey, the school has hired a cleaning company to perform deep cleanings throughout the school year. Everest also purchased more cleaning items than in previous years to keep up with the maintenance of the building and has employed a second part-time janitor.|2019
43694350000000|Evergreen Elementary|1|0|0|0|2019-10-10|Met|Evergreen School District Board of Trustees adopted a resolution affirming sufficiency of textbooks and instructional materials in mathematics, science, history-social science and English Language Arts on October 10, 2019. Facility Inspection reports completed in preparation for the School Accountability Report Card (SARC) shared on February14, 2019 indicate that all District facilities are in “good repair”.  Individual school reports and “system” inspection details can be found on each SARC by visiting the school site’s webpage.  Facility Inspection reports are currently being repeated in preparation for the required approval of the updated 2019 SARC.|2019
52715220132597|Evergreen Institute of Excellence|1|0|0|0|2019-11-12|Met||2019
52715220000000|Evergreen Union|1|2|0|0|2019-10-08|Met||2019
36677360139576|Excel Academy Charter|1|0|0|0|2019-10-10|Met|We recognize the importance of providing students with the basic necessities of educational opportunity as identified by the Williams Settlement Legislation. We ensure compliance by vetting and hiring highly qualified and effective teachers that are credentialed with the proper authorizations to provide instruction and support to the students they are assigned.  Our teachers ensure that all students receive the grade-level, standards aligned, instructional materials they need to be successful in course completion.|2019
37754160139386|Excel Academy Charter|1|0|0|0|2019-10-10|Met|We recognize the importance of providing students with the basic necessities of educational opportunity as identified by the Williams Settlement Legislation. We ensure compliance by vetting and hiring highly qualified and effective teachers that are credentialed with the proper authorizations to provide instruction and support to the students they are assigned.  Our teachers ensure that all students receive the grade-level, standards aligned, instructional materials they need to be successful in course completion.|2019
19647330137554|Excelencia Charter Academy|1|0|0|0|2019-10-02|Met||2019
36103633630761|Excelsior Charter|1|0|0|0|2019-01-23|Met||2019
33103300137869|Excelsior Charter School Corona-Norco|1|0|0|0|2019-01-23|Met||2019
54768360000000|Exeter Unified|1|0|0|0|2019-06-12|Met|Exeter Unified School District measures our progress in meeting the Williams settlement requirement at 100% of school sites and promptly addresses any complaints or other deficiencies identified throughout the academic year, as applicable. The School Accountability Report Cards report the above indicators and are published on our district website at https://www.exeter.k12.ca.us/apps/pages/index.jsp?uREC_ID=1002446&type=d&pREC_ID=1314700|2019
19647330124198|Extera Public|1|0|0|0|2019-10-22|Met||2019
19647330128132|Extera Public School No. 2|1|0|0|0|2019-10-22|Met||2019
20652430107938|Ezequiel Tafoya Alvarado Academy|1|1/0.0039%|0/0%|0|2019-10-24|Met|In 2018-2019 we had a total of 25.5 teachers with only one non-core teacher not having the proper EL credentialing due to holding a 30-day substitute credential in a non-core course; but, allowed by Charter law.  The teacher is starting a credentialing program for a single subject in the area taught.  Otherwise, we have all teachers (especially core) EL compliant.  All our current curriculum (2019-2020) implementation is being tracked with bullseye software program.  All our facilities are kept in good repair, clean and safe.  We have teams working on curriculum alignment of instructional materials since the start of this 2019-2020 school year. The Next Generation Science Standards (NGSS) have been worked on for the past two years in preparation for full implementation.|2019
15634610000000|Fairfax Elementary|1|0|0|0|2019-10-10|Met||2019
48705400000000|Fairfield-Suisun Unified|1|2 FTE (<1%) misassignment of teachers of English learners, 9 FTE (<1%) total teacher misassignments, and 18 FTE (1.81%) vacant positions.|0|0|2019-10-24|Met|The Superintendent’s Executive Cabinet reviewed the criteria for this standard during the October 15, 2019 meeting.  The findings were also shared with the Superintendent’s Parent Leader Advisory Committee and Extended Cabinet.    Staff will continue in its robust effort to recruit and retain teachers.  In addition to traveling throughout the nation to secure qualified teachers and hosting two local job fairs, the District conducted multiple summer hiring fairs in which new staff members were offered on-the-spot contracts.  The District secured a grant that supports classified employees becoming teachers.  The District also coordinates support for new employees and provides an exceptionally strong teacher induction program.  Further, the District hired three Pre-Induction Specialists who support teachers who have a Provisional Intern Permit (PIP), Short-Term Staff Permit (STSP), or Intern credential.  Finally, the District initiated a process at the secondary level that includes reaffirming teachers are correctly assigned once the master schedules are finalized.  To view the full report that was presented to the FSUSD Governing Board during the October 24, 2019 board meeting, cut and paste the following link: http://go.boarddocs.com/ca/fsusd/Board.nsf/goto?open&id=BG4RAQ6A9588.|2019
48705736051338|Fairmont Charter Elementary|1|0|0|0|2019-10-24|Met|All teachers at Fairmont have appropriate credentials and all students have sufficient access to standards-aligned instructional materials; all classrooms utilize 1:1 technology. The school was built in 2009 and is LEED certified with energy and water saving features.|2019
45699890000000|Fall River Joint Unified|1|0|0|0|2019-11-13|Met|The Fall River Joint Unified School District is continuing to progress in meeting the requirements for appropriately assigned teachers, providing access to curriculum-aligned instructional materials, and maintaining safe, clean and functional school facilities. We have no vacant teaching positions.  The district currently has four interns; High School RSP (1), High School Fine Arts (1), and Elementary (2).|2019
37681140000000|Fallbrook Union Elementary|1|1|0|0|2019-10-07|Met|This information was derived from 100% compliance with the Williams Act and our annual School Accountability Report Cards.|2019
37681220000000|Fallbrook Union High|1|0|0|0|2019-10-21|Met||2019
19643520128488|Family First Charter|1|0|0|0|2019-10-30|Met|According to the guidance in the reflection tools, the above numbers were supported, although it should be noted that the William’s act, as the undergirding statute, is not applicable to our charter.|2019
42691120111773|Family Partnership Charter|1|0|0|0|2019-10-22|Met||2019
43693856046445|Fammatre Elementary|1|0|0|0|2019-10-02|Met|Cambrian School District regularly measures its progress and consistently fulfills the Williams Settlement requirements at all of its school sites. We work proactively to hire properly-credentialed staff, provide full student access to instructional materials, and maintain our facilities in good repair. CSD reports the results to its local governing board quarterly at a regularly scheduled meeting.|2019
54753250000000|Farmersville Unified|1|0|0|0|2019-10-22|Met|On September 24,2019 the Board approved the Williams Settlement reports from the Tulare County Office of Education that verifies  all schools have appropriately assigned teachers, all students have access to curriculum-aligned instructional materials, and all schools have safe, clean and functional school facilities.|2019
43693856046452|Farnham Charter|1|0|0|0|2019-10-02|Met|Cambrian School District regularly measures its progress and consistently fulfills the Williams Settlement requirements at all of its school sites. We work proactively to hire properly-credentialed staff, provide full student access to instructional materials, and maintain our facilities in good repair. CSD reports the results to its local governing board quarterly at a regularly scheduled meeting.|2019
37680236037956|Feaster (Mae L.) Charter|1|0|100%|0|2019-06-12|Met||2019
04614400000000|Feather Falls Union Elementary|1|||0||Not Met||2019
19647336017016|Fenton Avenue Charter|1|0|0|0|2019-10-24|Met|All students have access to textbooks, adequate facilities, and appropriately assigned teachers.|2019
19647330131722|Fenton Charter Leadership Academy|1|0|0|0|2019-10-24|Met|All students have access to textbooks, adequate facilities, and appropriately assigned teachers.|2019
19647330115048|Fenton Primary Center|1|0|0|0|2019-10-24|Met|The school annually reviews all state and federal requirements and assures timely completion. All teaching staff is hired with the correct credentials and the school reminds certificated staff of any upcoming expirations to their credentials. The school also has four governing committees that review access to appropriate instructional materials for all students. The school also hires five full-time custodians that maintain the campus clean and functional. All repairs and maintenance are made to the campus as needed.|2019
19647330131466|Fenton STEM Academy: Elementary Center for Science Technology Engineering and Mathematics|1|0|0|0|2019-10-24|Met|All students have access to textbooks, adequate facilities, and appropriately assigned teachers.|2019
12753740000000|Ferndale Unified|1|0|0|3|2019-10-09|Met|That rating of "fair" for some facilities is attributed to the fact that the district continues to make short term facility repairs but without the passage of a school facilities bond and the decline in deferred maintenance funding from the state, the district has been unable to fully address significant and long term facility needs.|2019
12627940000000|Fieldbrook Elementary|1|0|0|0|2019-10-14|Met||2019
56724540000000|Fillmore Unified|1|0|0|0|2019-11-05|Met||2019
10738090000000|Firebaugh-Las Deltas Unified|1|misassignments  0 / 0%; vacant teacher positions 1 / 0.8%|0/0%|0|2019-10-10|Met||2019
38684780118133|Five Keys Adult School (SF Sheriff's)|1|Misassignments of teachers of English learners: 0/12 (0%); Total teacher misassignments: 0/12 (0%); Vacant teachers 1|0|0|2019-10-31|Met||2019
38684780101774|Five Keys Charter (SF Sheriff's)|1|Misassignments of teachers of English learners: 2/22 (9.0%); Total teacher misassignments: 2/22 (9.0%); Vacant teachers 2|0|0|2019-10-31|Met||2019
38684780118141|Five Keys Independence HS (SF Sheriff's)|1|Misassignments of teachers of English learners: 8/137 (6.0%); Total teacher misassignments: 8/137 (6.0%); Vacant teachers 10|0|0|2019-10-31|Met||2019
52715300000000|Flournoy Union Elementary|1|0|0|0|2019-10-08|Met||2019
34673300106757|Folsom Cordova K-8 Community Charter|1|||0||Not Met||2019
34673300000000|Folsom-Cordova Unified|1|1|0|0|2019-10-24|Met|There is one vacancy in a teacher position posted and will be filled.  The vacancy has a substitute in place.|2019
36677100000000|Fontana Unified|1|Teachers of EL Misassignments - 0; Total Teachers Misassignments - 0; Vacant Teacher Positions - 5|0|0|2019-10-23|Met|Fontana Unified School District’s Facilities, Maintenance, Operations & Transportation Department personnel, along with school site custodians, take pride in ensuring facilities remain up-to-date and adequate space is provided for students and staff. To facilitate this, a formal inspection report is prepared annually by an outside inspector for each school facility using the Facility Inspection Tool (FIT). The most recent inspections took place in March of 2019 at which time all school sites received overall ratings of “good repair” or higher using the Facilities Inspection Tool (FIT). Any individual deficiencies identified during inspections were documented and either remedied at the time of the inspection or issued a work order for the deficiency to be remedied as soon as possible.  There were no extreme deficiencies observed at the time of the inspections.  The Facilities, Maintenance, Operations, & Transportation Department dedicates ongoing attention to remedy any and all deficiencies as soon as possible.|2019
55105530129346|Foothill Leadership Academy|1|||0||Not Met||2019
29102980126219|Forest Charter|1|0|0|0|2019-10-15|Met||2019
43693936046577|Forest Hill Elementary|1|||0||Not Met||2019
04614240118042|Forest Ranch Charter|1|0,1,0|0|0|2019-10-15|Met||2019
31668370000000|Foresthill Union Elementary|1|0|0|0|2019-12-16|Met||2019
49706800112987|Forestville Academy|1|||0||Not Met||2019
49706800000000|Forestville Union Elementary|1|0|0|0|2019-09-12|Met||2019
47702920000000|Forks of Salmon Elementary|1|0|0|0|2019-10-28|Met||2019
23655650000000|Fort Bragg Unified|1|0|0|0|2019-10-17|Met||2019
49706980000000|Fort Ross Elementary|1|0|0|0|2019-10-21|Met||2019
18750360000000|Fort Sage Unified|1|0|0|0|2019-10-16|Met||2019
12768020000000|Fortuna Elementary|1|0|0|1|2019-10-17|Met||2019
12628100000000|Fortuna Union High|1|0|0|0|2019-11-12|Met|The FUHSD LCAP includes several expected annual measurable outcomes related to the Priority 1. The condition of District facilities are tracked using the Facility Inspection Tool (FIT) and District facilities are reported in good condition. 100% of District teachers are reported as highly qualified and appropriately credentialed and 100% of district paraprofessionals are reported as appropriately qualified. According to the Williams report, all instructional materials are reported as standards aligned (Math, ELA, and ELD) and all students, including English learners, have access to their own textbooks. In order to better serve all District students, the FUHSD continues to implement actions/services related to improving basic services for all students.|2019
34103480136275|Fortune|1|0/0%|0/0%|0|2019-06-13|Met||2019
30664980000000|Fountain Valley Elementary|1|0|0|0|2019-10-10|Met||2019
10621580000000|Fowler Unified|1|There are no misassignments of teachers, including teachers of English Learners. There are no teacher vacancies.|No students are without access to their own copies|0|2019-10-23|Met||2019
01612590132514|Francophone Charter School of Oakland|1|0|0|0|2019-10-31|Met||2019
51713810000000|Franklin Elementary|1|0|0|0|2019-10-08|Met||2019
43694500000000|Franklin-McKinley Elementary|1|0 Misassignments; 2 Special Education vacancies (Resource Specialists not classroom teachers)  (.01%)|0|11|2019-10-22|Met|All students have standards aligned materials for use at school and home.   Franklin – McKinley School District “passed” their annual Williams Settlement visits as conducted by the Santa Clara County Office of Education.  There are no misassignments of teachers of English Learners.  All teachers hold the required certification to teach English Learners for integrated and designated English Language Development.  All teaching positions filled except for 2 Special Education Teachers (Resource Specialists). Retired credentialed Special Education teachers provided support in those vacancies.|2019
01611760000000|Fremont Unified|1|0 Misassignments of Teachers of English learners, 0 Teacher Misassignments, 4 Vacancies|0%|0|2019-10-30|Met||2019
43694680000000|Fremont Union High|1|0 / 0%|0  0%|0|2019-10-15|Met||2019
45699970000000|French Gulch-Whiskeytown Elementary|1|0|0|0|2019-06-10|Met|FGWS' two teachers are highly qualified. They continue to broaden their expertise through course work and attendance at numerous workshops and participation in various projects|2019
12628286116289|Freshwater Charter Middle|1|0|0|4|2019-10-08|Met||2019
12628280000000|Freshwater Elementary|1|0|0|4|2019-10-08|Met||2019
10101080000000|Fresno County Office of Education|1|1/0.5%|0/0%|0|2019-10-17|Met||2019
10621660000000|Fresno Unified|1|Less than 1%|0|2548|2019-10-16|Met||2019
16639900116699|Frontier Elementary|1|0|0|0|2019-10-09|Met||2019
15634790000000|Fruitvale Elementary|1|Miss Assignments (0 EL) Of Teachers of English Learners 0, Total Teacher Misassignments 0, Vacant teacher positions 0|0|0|2019-10-08|Met|The Fruitvale School District has never had a Williams Settlement complaint in regards to Curriculum-Aligned Instructional Materials, Appropriately Assigned Teachers and Safe, Clean, and Functional School Facilities. A report is made to the Board of Trustees on a quarterly basis.  The District also reports to the stakeholders and community through the annual Dashboard.|2019
12626790109975|Fuente Nueva Charter|1|0|100|0|2019-10-23|Met|Fuente Nueva is pleased to have a strong teaching team that works together to meet the needs of our diverse student population. As a Spanish immersion charter school, we choose curriculum-aligned instructional materials that suit our unique learning needs. The campus is located on the edge of the rural city of Arcata and is surrounded by fields and views of distant hills. We use this back drop as inspiration to keep our facilities in good condition. Parents and community volunteers have contributed to our grounds by creating native plant gardens and an outdoor classroom.|2019
30665060000000|Fullerton Elementary|1|0|0|0|2019-10-15|Met||2019
30665140000000|Fullerton Joint Union High|1|Misassignments of teachers of English Learners (EL) = 0;  Total teacher misassignments = 0; Vacant teacher postions = 0|0 (Zero)|2|2019-10-22|Met|There were no misassignments of teachers of English Learners (EL) There were no total teacher misassignments There were no vacant teacher positions. There were no reports of students without access to their own copies of standards-aligned instructional materials for use at school and at home. There were two instances where facilities did not meet the "good repair" on quarterly facilities inspections.  One instance was at La Sierra HS for interior surfaces and received a "fair" rating.  The second instance was at La Vista HS for interior surfaces and received a "fair" rating.|2019
50757390131185|Fusion Charter|1|0|0|0|2019-02-15|Met|All Fusion teachers are fully credentialed and appropriately assigned based on current California Independent Study requirements.    All Fusion students have access to up-to-date materials, curriculum under continual revision by their publishers (Edmentum, Summit Learning, Newsela) and technology required to complete all state-mandated coursework.  Fusion independent study students without access to the internet at home have access to devices and wireless on campus and via a checkout system for Chromebooks and Wifi Hotspots.  Fusion Charter has a safe, clean and functional fully-fenced facility monitored by a campus supervisor. The only item rated on the 2019 School Accountability Report Card as Fair" was the Interior Surfaces.  All interior floors in the classrooms and offices received new carpet in the summer of 2019.  All interior walls and doors were repainted.  All exterior walls inside the fenced area of the school were also painted.  Although Fusion Charter provides a form for complaints on the school website, no complaints or other deficiencies have been reported via the form, or to school personnel.  Fusion staff and students take pride in the school's appearance.|2019
34765050101832|Futures High|1|0 for EL, 1 long term sub for science|0|0|2019-10-22|Met|There was one misassigned teacher (science).  The school was unable to fill the position and the students were served by the long-term substitute teacher with a science background.  All students had access to standards aligned materials both at school and at home. There were no instances where facilities did not meet the "good repair" standard.|2019
19647330108886|Gabriella Charter|1|0|0|0|2019-10-16|Met||2019
19647330135509|Gabriella Charter 2|1|0|0|0|2019-10-16|Met||2019
34673480000000|Galt Joint Union Elementary|1|0%|0%|6|2019-10-23|Met||2019
34673550000000|Galt Joint Union High|1|2.4% (3) misassignments of teachers of English learners; 1% (1) total teacher misassignment; 0% (0) vacant teacher positions|0% (0)|1|2019-10-03|Met||2019
30665220000000|Garden Grove Unified|1|0|0|0|2019-10-15|Met||2019
12628360000000|Garfield Elementary|1|0|0|0|2019-11-14|Met||2019
19645500000000|Garvey Elementary|1|0|0|0|2019-10-17|Met||2019
19647336061584|Gaspar De Portola Charter Middle|1|Gaspar de Portola Charter Middle School (Portola) has 0 misassignments total, including teachers of English learners.  We have 0 teaching positions open at this time.|0|0|2019-10-28|Met||2019
33103300128777|Gateway College and Career Academy|1|0|0|0|2019-11-15|Met||2019
38684783830437|Gateway High|1|0|0|0|2019-10-16|Met|Gateway High School had no misassignments of teachers of English learners, teacher misassignments, and/or teacher vacancies.  All students at Gateway High School have access to their own copies of standards-aligned instructional materials for use at school and at home.  We have zero instances where facilities at Gateway High School did not meet the “good repair” standard.|2019
34674470128124|Gateway International|1|0|0|0|2019-10-22|Met|There were no instances of misassignment of teachers or unfilled positions at GIS during 2018/19. All students had access to standards aligned materials both at school and at home. There were no instances where facilities did not meet the "good repair" standard.|2019
38684780123265|Gateway Middle|1|0|0|0|2019-10-16|Met|Gateway Middle School had no misassignments of teachers of English learners, teacher misassignments, and/or teacher vacancies.  All students at Gateway Middle School have access to their own copies of standards-aligned instructional materials for use at school and at home.  We have zero instances where facilities at Gateway Middle School did not meet the “good repair” standard.|2019
49402460128157|Gateway to College Academy|1|0|0|0|2019-11-12|Met||2019
45752670000000|Gateway Unified|1|0.0% misassignments of teachers of English learners, 0 teacher misassignments, 0 vacant teacher positions|0.0%|0|2019-10-23|Met||2019
