cdsCode|lea|priorityNumber|nativeSummary|profLearningELA|profLearningELD|profLearningMath|profLearningScience|profLearningSocial|materialELA|materialELD|materialMath|materialScience|materialSocial|programELA|programELD|programMath|programScience|programSocial|standardTechEd|standardHealthEd|standardPhysicalEd|standardPerformingArts|standardWorldLang|ActivityGroupNeeds|ActivityIndividualNeeds|ActivitySupport|meetingDate|additionalInfo|performance|year
01612590111856|American Indian Public High|2||4|5|5|5|4|5|5|5|5|5|5|5|5|5|5|4|4|4|5|5|5|5|5|2019-10-15|The district conducted several needs assessments in order to determine proper ELA curriculum and teacher training required to build vertical alignment between K-12; the ultimate goal is college-readiness. The school determined a need for more higher order thinking materials to support a college-ready literacy program.   To ensure that we are providing and achieving academic standards we provide an alignment of School novels with AP List, Exemplars for writing and rubric use, assessment of quality ELD programming and planning for ELD K-12 initiative. In addition our program offered math summer intensive instruction intervention, Rosetta Stone for EL student’s (newcomer program).  We offer a robust AP curriculum framework to ensure students are prepared for college. Advanced placement courses provides our students the college-level opportunities and readiness. New textbooks were purchased in alignment with updated AP standards of focus and rigor. AIPHS partners with Peralta Colleges to offer concurrent enrollment for its students through the College of Alameda.|Met|2019
09737830121566|American River Charter|2||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|||Not Met|2019
37683380136663|America's Finest Charter|2||5|5|5|4|5|5|5|5|5|5|5|4|5|4|5|3|4|4|3|5|5|5|4|2019-11-12||Met|2019
30664230000000|Anaheim Elementary|2||5|5|5|3|1|5|5|5|3|1|5|5|5|3|1|1|5|5|3|4|5|5|5|2019-10-23|The Social Studies adopted materials are aligned to existing state standards, yet opportunities exist to implement teacher understanding and application of the new History -Social Science Framework for CA Public Schools K-12 released in 2016.    The updated framework provides a number of instructional strategies, new course descriptions, appendices, classroom examples and vignettes to guide instruction. Like curriculum frameworks of other subject areas, it also includes chapters on assessment, universal access, and professional learning. The Framework centers on four key themes:  Content, Inquiry, Literacy & Citizenship.  In 2018-19 a Social Studies adoption committee convened multiple times throughout the year to study the framework and determine which state-adopted programs to pilot in 2019-20.  AESD’s implementation of NGSS follows the CDE’s recommended roll out phases of Awareness, Transition and Implementation.   At this time, AESD is supporting all teachers in transitioning to NGSS standards by: *Understanding performance standards at their grade level *Making cross curricular connections *Using the framework to deepen understanding and plan lessons  *Exploring 5E inquiry based model to teach NGSS  *Utilization of new digital curriculum (i.e. Mystery Science K-5) and instructional segments resource (6th)  The Career Technical Education Standards are not applicable to an elementary TK-6 educational setting and were written for grades seven through twelve.|Met|2019
30664310000000|Anaheim Union High|2||5|3|5|3|4|5|4|5|2|3|5|4|4|3|4|5|4|5|5|5|5|5|5|2019-06-13|AUHSD shows areas of strength by providing professional learning and instructional materials aligned to the standards and frameworks for Physical Education, ELA, and Math.  AUHSD provides professional learning to incorporate the 5 Cs (critical thinking, collaboration, creativity, communication, and character) into lesson design through a system of support that includes the PD Coordinator, Curriculum Specialists (CSs), Lesson Design Coaches (LDCs), and Department Chairs. CSs work with Department Chairs to model effective PLCs. LDCs facilitate Reflective Learning Walks as embedded professional learning.  As outlined in the Social Science Frameworks, teachers have been trained in civic engagement which resulted in 9 sites designated as Civic Learning Schools and 7 sites as California Democracy Schools. AUHSD shows areas for growth in Science and History/Social Science to provide professional learning and instructional materials aligned to the standards and the frameworks. Teacher groups continued to research NGSS and the frameworks led by the Science CS. A professional learning plan and adoption of instructional material for junior high integrated courses has begun Spring 2019. AUHSD formed a Students with Disabilities (SWD) Task Force to monitor academic and socio-emotional progress of SWDs and to provide recommendations for sites. An English Learner (EL) Task Force was formed in 2017-18 and continues to analyze progress of EL Students and to provide recommendations for sites.|Met|2019
19768850132928|Anahuacalmecac International University Preparatory of North America|2||5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|4|4|5|5|5|5|5|5|2019-10-12|AIUPNA has fully implemented the Common Core State Standards since first adopted by the State Board of Education. Since then, AIUPNA has worked diligently to sustain implementation through alignment with community-based priorities, an international curriculum framework and culturally rooted educational principles with the Common Core State Standards (CCSS). Achievement in culturally based arts and design curriculum across the grade levels effectively stimulate young imaginations and foster creative and analytical skills. Additionally, at Anahuacalmecac our teachers help enrich personal identity and build real-world knowledge. To better serve teachers and students, AIUP continues to train teachers on how to align curriculum between the CCSS/NGSS and the International Baccalaureate framework. Moreover, teachers are trained to provide supports to English Language Learners and special needs students. AIUPNA successfully implements the common core and offers Nahuatl language courses at all grade levels. In order to advance student learning through technology, AIUPNA continues to train teachers, administrators and staff on the use of software, apps, and other internet and computer based technology for collaboration and support in curriculum planning. In addition, AIUPNA has supported teacher training in the use of the CAASPP interim blocks and and training in how to analyze performance data from state exams and interim assessments regularly.|Met|2019
45698564530333|Anderson New Technology High|2||4|4|4|4|4|5|5|5|4|5|5|4|5|5|5|5|3|5|5|4|4|4|3|2019-10-16|We have spent time as a whole staff calibrating our grading and comments to students about their writing across the curriculum.  Our math department has had extensive training and collaboration with other math teachers in our county to incorporate CPM math across the board. In addition, our math department has had professional development in problem based learning. Our science teacher has incorporated Earth science into her Biology, Chemistry, and Physics courses so that all four subject standards are being taught.  Engineering projects are interspersed throughout the science curriculum. We have added a new Health class at the grade 9 level combined with a Career Choices curriculum.  The History/Social Science standards are being changed at the state level, for now, we are current with all state standards.|Met|2019
45698560000000|Anderson Union High|2||5|2|5|5|4|5|5|5|3|5|5|2|5|5|5|5|2|2|5|5|5|4|4|2019-10-15|Information taken from Faculty meeting agendas, Collaboration day agendas, workshop and conference requests, 2018-2019 SARC reports.|Met|2019
23655400000000|Anderson Valley Unified|2||4|4|4|3|2|4|4|5|3|2|3|3|4|3|5|3|3|3|3|2|3|3|3|2019-11-12||Met|2019
19101990136119|Animo City of Champions Charter High|2|The school offers a standards aligned curriculum to ensure students are provided with rigorous grade level content in all core classes. Curriculum Directors and Curriculum Specialists developed the ELA, Math, Science and History “Course at a Glance” materials and curriculum maps that are aligned to CA Common Core State Standards and Next Generation Science Standards. All materials are available to all teachers via Green Dot's online platform. Additional curricular resources available online include model unit plans, lesson plans and summative assessments. ELA and Math intervention courses (Literacy Intervention, Math Foundation and Academic English Essentials) are offered at all grade levels to ensure students below grade level received targeted supports to meet their needs and work towards mastery on state assessments. English Learners also receive specialized support through ELD courses, based on their English proficiency levels, as well as through their designated supports in literacy intervention. Teachers receive 2 professional development sessions per week and coaching from content-specific curriculum specialists as needed. Professional development has been provided to all teachers on the Common Core literacy standards as well as their content specific standards. Green Dot utilizes the train-the-trainer model providing instructional leadership team members in each content area ongoing support in curriculum development and instructional strategies through department meetings and collaboration. Green Dot uses the Reading Inventory and iReady assessments to measure the literacy and math gains of each student. Students take both assessments three times per year for progress monitoring. For the 2018-2019 school year, 72% of students met their Growth Goal in Reading Inventory; 54% of students met their Growth Goal in iReady. In addition to these nationally normed assessments, Green Dot interim assessments are aligned to both Common Core content standards and Literacy standards to expose students to rigorous assessments and provide teachers with data to inform instruction and re-teaching as needed. In recent state assessment data for 2018-2019, X% of students met or exceeded the standard in ELA. In order to continue to push growth the school will continue to focus on school-wide literacy strategies and the use of data to respond to student needs.   " Given that the school began operation with 9th grade in the 2017-18 school year, it does not yet have statewide assessment data or CORE student growth data.|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|||Met|2019
19647330124883|Animo College Preparatory Academy|2|The school offers a standards aligned curriculum to ensure students are provided with rigorous grade level content in all core classes. Curriculum Directors and Curriculum Specialists developed the ELA, Math, Science and History “Course at a Glance” materials and curriculum maps that are aligned to CA Common Core State Standards and Next Generation Science Standards. All materials are available to all teachers via Green Dot's online platform. Additional curricular resources available online include model unit plans, lesson plans and summative assessments. ELA and Math intervention courses (Literacy Intervention, Math Foundation and Academic English Essentials) are offered at all grade levels to ensure students below grade level received targeted supports to meet their needs and work towards mastery on state assessments. English Learners also receive specialized support through ELD courses, based on their English proficiency levels, as well as through their designated supports in literacy intervention. Teachers receive 2 professional development sessions per week and coaching from content-specific curriculum specialists as needed. Professional development has been provided to all teachers on the Common Core literacy standards as well as their content specific standards. Green Dot utilizes the train-the-trainer model providing instructional leadership team members in each content area ongoing support in curriculum development and instructional strategies through department meetings and collaboration. Green Dot uses the Reading Inventory and iReady assessments to measure the literacy and math gains of each student. Students take both assessments three times per year for progress monitoring. For the 2018-2019 school year, 67% of students met their Growth Goal in Reading Inventory; 62% of students met their Growth Goal in iReady. In addition to these nationally normed assessments, Green Dot interim assessments are aligned to both Common Core content standards and Literacy standards to expose students to rigorous assessments and provide teachers with data to inform instruction and re-teaching as needed. In recent state assessment data for 2018-2019, 29% of students met or exceeded the standard in ELA. In order to continue to push growth the school will continue to focus on school-wide literacy strategies and the use of data to respond to student needs. In recent state assessment data for 2018-2019, 2% of students met or exceeded the standard in Math. In order to continue to push growth, the school will continue to implement a common-core aligned math curriculum and professional development focused on teaching math for conceptual understanding. Additionally, Green Dot schools receive student growth percentiles based on state assessment data from CORE. The school is in the 92 and 92 percentiles in ELA and math, respectively.|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2019-11-01||Met|2019
19734370137984|Animo Compton Charter|2|Teachers receive 2 professional development sessions (PD) per week and coaching from content curriculum specialists. PD is provided to all teachers on the Common Core literacy standards and their content specific standards. Green Dot provides ongoing support in curriculum development and instructional strategies through department meetings and collaboration. The first incoming class entered in the bottom 1% of the State in ELA and Math. In state assessment data for 18-19,17% of students met or exceeded the standard in ELA. The school will continue to focus on school-wide literacy strategies and use of data to respond to student needs. In the Math state assessment, 7% of students met or exceeded the standard. The school will continue to implement a common-core aligned math curriculum and PD focused on teaching conceptual math. The school does not have statewide assessment growth or CORE student growth data. The school will use the 18-19 data as a baseline. Green Dot uses the Reading Inventory (RI, ELA) and iReady (Math) assessments to measure literacy and math gains of each student. Students take both assessments 3 times a year for progress monitoring. According to RI, 10% of students enter Ánimo Compton proficient in reading. By the end of the year, twice as many students are on grade level. In particular, 7th Graders at the school show accelerated growth in ELA. Before coming to Ánimo Compton students were growing 0.7 grade levels per year in ELA. This year, Ánimo Compton 7th grade students grew 1.2 grade levels in ELA according to RI. According to iReady, 3% of students enter Ánimo Compton on grade level in math. By the end of the year, 4 times as many students are on grade level. By the end of the 18-19 school year, 48% of students met their Growth Goal in RI; 50% of students met their Growth Goal in iReady. Green Dot also administers interim assessments aligned to both Common Core content standards and Literacy standards to expose students to rigorous assessments and provide teachers with data to inform instruction/re-teaching|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2019-11-01||Met|2019
19647330123992|Animo Ellen Ochoa Charter Middle|2|The school offers a standards aligned curriculum to ensure students are provided with rigorous grade level content in all core classes. Curriculum Directors and Curriculum Specialists developed the ELA, Math, Science and History “Course at a Glance” materials and curriculum maps that are aligned to CA Common Core State Standards and Next Generation Science Standards. All materials are available to all teachers via Green Dot's online platform. Additional curricular resources available online include model unit plans, lesson plans and summative assessments.  ELA and Math intervention courses (Literacy Intervention, Math Foundation and Academic English Essentials) are offered at all grade levels to ensure students below grade level received targeted supports to meet their needs and work towards mastery on state assessments. English Learners also receive specialized support through ELD courses, based on their English proficiency levels, as well as through their designated supports in literacy intervention.  Teachers receive 2 professional development sessions per week and coaching from content-specific curriculum specialists as needed. Professional development has been provided to all teachers on the Common Core literacy standards as well as their content specific standards.  Green Dot utilizes the train-the-trainer model providing instructional leadership team members in each content area ongoing support in curriculum development and instructional strategies through department meetings and collaboration. Green Dot uses the Reading Inventory and iReady assessments to measure the literacy and math gains of each student. Students take both assessments three times per year for progress monitoring. For the 2018-2019 school year, 65% of students met their Growth Goal in Reading Inventory; 76% of students met their Growth Goal in iReady.  In addition to these nationally normed assessments, Green Dot interim assessments are aligned to both Common Core content standards and Literacy standards to expose students to rigorous assessments and provide teachers with data to inform instruction and re-teaching as needed. In recent state assessment data for 2018-2019, 37% of students met or exceeded the standard in ELA. In order to continue to push growth the school will continue to focus on school-wide literacy strategies and the use of data to respond to student needs.  In recent state assessment data for 2018-2019, 15% of students met or exceeded the standard in Math. In order to continue to push growth, the school will continue to implement a common-core aligned math curriculum and professional development focused on teaching math for conceptual understanding.  Additionally, Green Dot schools receive student growth percentiles based on state assessment data from CORE. The school is in the 97 and 57 percentiles in ELA and math, respectively.|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2019-11-01||Met|2019
19647330134023|Animo Florence-Firestone Charter Middle|2|The school offers a standards aligned curriculum to ensure students are provided with rigorous grade level content in all core classes. Curriculum Directors and Curriculum Specialists developed the ELA, Math, Science and History “Course at a Glance” materials and curriculum maps that are aligned to CA Common Core State Standards and Next Generation Science Standards. All materials are available to all teachers via Green Dot's online platform. Additional curricular resources available online include model unit plans, lesson plans and summative assessments. ELA and Math intervention courses (Literacy Intervention, Math Foundation and Academic English Essentials) are offered at all grade levels to ensure students below grade level received targeted supports to meet their needs and work towards mastery on state assessments. English Learners also receive specialized support through ELD courses, based on their English proficiency levels, as well as through their designated supports in literacy intervention. Teachers receive 2 professional development sessions per week and coaching from content-specific curriculum specialists as needed. Professional development has been provided to all teachers on the Common Core literacy standards as well as their content specific standards. Green Dot utilizes the train-the-trainer model providing instructional leadership team members in each content area ongoing support in curriculum development and instructional strategies through department meetings and collaboration. Green Dot uses the Reading Inventory and iReady assessments to measure the literacy and math gains of each student. Students take both assessments three times per year for progress monitoring. For the 2018-2019 school year, 68% of students met their Growth Goal in Reading Inventory; 76% of students met their Growth Goal in iReady. In addition to these nationally normed assessments, Green Dot interim assessments are aligned to both Common Core content standards and Literacy standards to expose students to rigorous assessments and provide teachers with data to inform instruction and re-teaching as needed. In recent state assessment data for 2018-2019, 35% of students met or exceeded the standard in ELA. In order to continue to push growth the school will continue to focus on school-wide literacy strategies and the use of data to respond to student needs. In recent state assessment data for 2018-2019, 26% of students met or exceeded the standard in Math. In order to continue to push growth, the school will continue to implement a common-core aligned math curriculum and professional development focused on teaching math for conceptual understanding. Additionally, Green Dot schools receive student growth percentiles based on state assessment data from CORE. The school is in the 59 and 88 percentiles in ELA and math, respectively.|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2019-11-01||Met|2019
19646341996586|Animo Inglewood Charter High|2|The school offers a standards aligned curriculum to ensure students are provided with rigorous grade level content in all core classes. Curriculum Directors and Curriculum Specialists developed the ELA, Math, Science and History “Course at a Glance” materials and curriculum maps that are aligned to CA Common Core State Standards and Next Generation Science Standards. All materials are available to all teachers via Green Dot's online platform. Additional curricular resources available online include model unit plans, lesson plans and summative assessments. ELA and Math intervention courses (Literacy Intervention, Math Foundation and Academic English Essentials) are offered at all grade levels to ensure students below grade level received targeted supports to meet their needs and work towards mastery on state assessments. English Learners also receive specialized support through ELD courses, based on their English proficiency levels, as well as through their designated supports in literacy intervention. Teachers receive 2 professional development sessions per week and coaching from content-specific curriculum specialists as needed. Professional development has been provided to all teachers on the Common Core literacy standards as well as their content specific standards. Green Dot utilizes the train-the-trainer model providing instructional leadership team members in each content area ongoing support in curriculum development and instructional strategies through department meetings and collaboration. Green Dot uses the Reading Inventory and iReady assessments to measure the literacy and math gains of each student. Students take both assessments three times per year for progress monitoring. For the 2018-2019 school year, 82% of students met their Growth Goal in Reading Inventory; 46% of students met their Growth Goal in iReady. In addition to these nationally normed assessments, Green Dot interim assessments are aligned to both Common Core content standards and Literacy standards to expose students to rigorous assessments and provide teachers with data to inform instruction and re-teaching as needed. In recent state assessment data for 2018-2019, 70% of students met or exceeded the standard in ELA. In order to continue to push growth the school will continue to focus on school-wide literacy strategies and the use of data to respond to student needs. In recent state assessment data for 2018-2019, 25% of students met or exceeded the standard in Math. In order to continue to push growth, the school will continue to implement a common-core aligned math curriculum and professional development focused on teaching math for conceptual understanding.|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2019-11-01||Met|2019
19647330111583|Animo Jackie Robinson High|2|The school offers a standards aligned curriculum to ensure students are provided with rigorous grade level content in all core classes. Curriculum Directors and Curriculum Specialists developed the ELA, Math, Science and History “Course at a Glance” materials and curriculum maps that are aligned to CA Common Core State Standards and Next Generation Science Standards. All materials are available to all teachers via Green Dot's online platform. Additional curricular resources available online include model unit plans, lesson plans and summative assessments. ELA and Math intervention courses (Literacy Intervention, Math Foundation and Academic English Essentials) are offered at all grade levels to ensure students below grade level received targeted supports to meet their needs and work towards mastery on state assessments. English Learners also receive specialized support through ELD courses, based on their English proficiency levels, as well as through their designated supports in literacy intervention. Teachers receive 2 professional development sessions per week and coaching from content-specific curriculum specialists as needed. Professional development has been provided to all teachers on the Common Core literacy standards as well as their content specific standards. Green Dot utilizes the train-the-trainer model providing instructional leadership team members in each content area ongoing support in curriculum development and instructional strategies through department meetings and collaboration. Green Dot uses the Reading Inventory and iReady assessments to measure the literacy and math gains of each student. Students take both assessments three times per year for progress monitoring. For the 2018-2019 school year, 69% of students met their Growth Goal in Reading Inventory; 58% of students met their Growth Goal in iReady. In addition to these nationally normed assessments, Green Dot interim assessments are aligned to both Common Core content standards and Literacy standards to expose students to rigorous assessments and provide teachers with data to inform instruction and re-teaching as needed. In recent state assessment data for 2018-2019, 52% of students met or exceeded the standard in ELA. In order to continue to push growth the school will continue to focus on school-wide literacy strategies and the use of data to respond to student needs. In recent state assessment data for 2018-2019, 24% of students met or exceeded the standard in Math. In order to continue to push growth, the school will continue to implement a common-core aligned math curriculum and professional development focused on teaching math for conceptual understanding. Additionally, Green Dot schools receive student growth percentiles based on state assessment data from CORE. The school is in the 79 and 81 percentiles in ELA and math, respectively.|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2019-11-01||Met|2019
19647330124008|Animo James B. Taylor Charter Middle|2|The school offers a standards aligned curriculum to ensure students are provided with rigorous grade level content in all core classes. Curriculum Directors and Curriculum Specialists developed the ELA, Math, Science and History “Course at a Glance” materials and curriculum maps that are aligned to CA Common Core State Standards and Next Generation Science Standards. All materials are available to all teachers via Green Dot's online platform. Additional curricular resources available online include model unit plans, lesson plans and summative assessments. ELA and Math intervention courses (Literacy Intervention, Math Foundation and Academic English Essentials) are offered at all grade levels to ensure students below grade level received targeted supports to meet their needs and work towards mastery on state assessments. English Learners also receive specialized support through ELD courses, based on their English proficiency levels, as well as through their designated supports in literacy intervention. Teachers receive 2 professional development sessions per week and coaching from content-specific curriculum specialists as needed. Professional development has been provided to all teachers on the Common Core literacy standards as well as their content specific standards. Green Dot utilizes the train-the-trainer model providing instructional leadership team members in each content area ongoing support in curriculum development and instructional strategies through department meetings and collaboration. Green Dot uses the Reading Inventory and iReady assessments to measure the literacy and math gains of each student. Students take both assessments three times per year for progress monitoring. For the 2018-2019 school year, 76% of students met their Growth Goal in Reading Inventory; 76% of students met their Growth Goal in iReady. In addition to these nationally normed assessments, Green Dot interim assessments are aligned to both Common Core content standards and Literacy standards to expose students to rigorous assessments and provide teachers with data to inform instruction and re-teaching as needed. In recent state assessment data for 2018-2019, 31% of students met or exceeded the standard in ELA. In order to continue to push growth the school will continue to focus on school-wide literacy strategies and the use of data to respond to student needs. In recent state assessment data for 2018-2019, 17% of students met or exceeded the standard in Math. In order to continue to push growth, the school will continue to implement a common-core aligned math curriculum and professional development focused on teaching math for conceptual understanding. Additionally, Green Dot schools receive student growth percentiles based on state assessment data from CORE. The school is in the 98 and 91 percentiles in ELA and math, respectively.|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2019-11-01||Met|2019
19647330122481|Animo Jefferson Charter Middle|2|The school offers a standards aligned curriculum to ensure students are provided with rigorous grade level content in all core classes. Curriculum Directors and Curriculum Specialists developed the ELA, Math, Science and History “Course at a Glance” materials and curriculum maps that are aligned to CA Common Core State Standards and Next Generation Science Standards. All materials are available to all teachers via Green Dot's online platform. Additional curricular resources available online include model unit plans, lesson plans and summative assessments. ELA and Math intervention courses (Literacy Intervention, Math Foundation and Academic English Essentials) are offered at all grade levels to ensure students below grade level received targeted supports to meet their needs and work towards mastery on state assessments. English Learners also receive specialized support through ELD courses, based on their English proficiency levels, as well as through their designated supports in literacy intervention. Teachers receive 2 professional development sessions per week and coaching from content-specific curriculum specialists as needed. Professional development has been provided to all teachers on the Common Core literacy standards as well as their content specific standards. Green Dot utilizes the train-the-trainer model providing instructional leadership team members in each content area ongoing support in curriculum development and instructional strategies through department meetings and collaboration. Green Dot uses the Reading Inventory and iReady assessments to measure the literacy and math gains of each student. Students take both assessments three times per year for progress monitoring. For the 2018-2019 school year, 58% of students met their Growth Goal in Reading Inventory; 69% of students met their Growth Goal in iReady. In addition to these nationally normed assessments, Green Dot interim assessments are aligned to both Common Core content standards and Literacy standards to expose students to rigorous assessments and provide teachers with data to inform instruction and re-teaching as needed. In recent state assessment data for 2018-2019, 35% of students met or exceeded the standard in ELA. In order to continue to push growth the school will continue to focus on school-wide literacy strategies and the use of data to respond to student needs. In recent state assessment data for 2018-2019, 24% of students met or exceeded the standard in Math. In order to continue to push growth, the school will continue to implement a common-core aligned math curriculum and professional development focused on teaching math for conceptual understanding. Additionally, Green Dot schools receive student growth percentiles based on state assessment data from CORE. The school is in the 62 and 56 percentiles in ELA and math, respectively.|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2019-11-01||Met|2019
19647091996313|Animo Leadership High|2|The school offers a standards aligned curriculum to ensure students are provided with rigorous grade level content in all core classes. Curriculum Directors and Curriculum Specialists developed the ELA, Math, Science and History “Course at a Glance” materials and curriculum maps that are aligned to CA Common Core State Standards and Next Generation Science Standards. All materials are available to all teachers via Green Dot's online platform. Additional curricular resources available online include model unit plans, lesson plans and summative assessments. ELA and Math intervention courses (Literacy Intervention, Math Foundation and Academic English Essentials) are offered at all grade levels to ensure students below grade level received targeted supports to meet their needs and work towards mastery on state assessments. English Learners also receive specialized support through ELD courses, based on their English proficiency levels, as well as through their designated supports in literacy intervention. Teachers receive 2 professional development sessions per week and coaching from content-specific curriculum specialists as needed. Professional development has been provided to all teachers on the Common Core literacy standards as well as their content specific standards. Green Dot utilizes the train-the-trainer model providing instructional leadership team members in each content area ongoing support in curriculum development and instructional strategies through department meetings and collaboration. Green Dot uses the Reading Inventory and iReady assessments to measure the literacy and math gains of each student. Students take both assessments three times per year for progress monitoring. For the 2018-2019 school year, 74% of students met their Growth Goal in Reading Inventory; 48% of students met their Growth Goal in iReady. In addition to these nationally normed assessments, Green Dot interim assessments are aligned to both Common Core content standards and Literacy standards to expose students to rigorous assessments and provide teachers with data to inform instruction and re-teaching as needed. In recent state assessment data for 2018-2019, 71% of students met or exceeded the standard in ELA. In order to continue to push growth the school will continue to focus on school-wide literacy strategies and the use of data to respond to student needs. In recent state assessment data for 2018-2019, 26% of students met or exceeded the standard in Math. In order to continue to push growth, the school will continue to implement a common-core aligned math curriculum and professional development focused on teaching math for conceptual understanding.|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2019-11-01||Met|2019
19647330124016|Animo Legacy Charter Middle|2|The school offers a standards aligned curriculum to ensure students are provided with rigorous grade level content in all core classes. Curriculum Directors and Curriculum Specialists developed the ELA, Math, Science and History “Course at a Glance” materials and curriculum maps that are aligned to CA Common Core State Standards and Next Generation Science Standards. All materials are available to all teachers via Green Dot's online platform. Additional curricular resources available online include model unit plans, lesson plans and summative assessments. ELA and Math intervention courses (Literacy Intervention, Math Foundation and Academic English Essentials) are offered at all grade levels to ensure students below grade level received targeted supports to meet their needs and work towards mastery on state assessments. English Learners also receive specialized support through ELD courses, based on their English proficiency levels, as well as through their designated supports in literacy intervention. Teachers receive 2 professional development sessions per week and coaching from content-specific curriculum specialists as needed. Professional development has been provided to all teachers on the Common Core literacy standards as well as their content specific standards. Green Dot utilizes the train-the-trainer model providing instructional leadership team members in each content area ongoing support in curriculum development and instructional strategies through department meetings and collaboration. Green Dot uses the Reading Inventory and iReady assessments to measure the literacy and math gains of each student. Students take both assessments three times per year for progress monitoring.  In addition to these nationally normed assessments, Green Dot interim assessments are aligned to both Common Core content standards and Literacy standards to expose students to rigorous assessments and provide teachers with data to inform instruction and re-teaching as needed. In recent state assessment data for 2018-2019, 29% of students met or exceeded the standard in ELA. In order to continue to push growth the school will continue to focus on school-wide literacy strategies and the use of data to respond to student needs. In recent state assessment data for 2018-2019, 21% of students met or exceeded the standard in Math. In order to continue to push growth, the school will continue to implement a common-core aligned math curriculum and professional development focused on teaching math for conceptual understanding. Additionally, Green Dot schools receive student growth percentiles based on state assessment data from CORE. The school is in the 75 and 95 percentiles in ELA and math, respectively.|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2019-11-01||Met|2019
19647330129270|Animo Mae Jemison Charter Middle|2|The school offers a standards aligned curriculum to ensure students are provided with rigorous grade level content in all core classes. Curriculum Directors and Curriculum Specialists developed the ELA, Math, Science and History “Course at a Glance” materials and curriculum maps that are aligned to CA Common Core State Standards and Next Generation Science Standards. All materials are available to all teachers via Green Dot's online platform. Additional curricular resources available online include model unit plans, lesson plans and summative assessments. ELA and Math intervention courses (Literacy Intervention, Math Foundation and Academic English Essentials) are offered at all grade levels to ensure students below grade level received targeted supports to meet their needs and work towards mastery on state assessments. English Learners also receive specialized support through ELD courses, based on their English proficiency levels, as well as through their designated supports in literacy intervention. Teachers receive 2 professional development sessions per week and coaching from content-specific curriculum specialists as needed. Professional development has been provided to all teachers on the Common Core literacy standards as well as their content specific standards. Green Dot utilizes the train-the-trainer model providing instructional leadership team members in each content area ongoing support in curriculum development and instructional strategies through department meetings and collaboration. Green Dot uses the Reading Inventory and iReady assessments to measure the literacy and math gains of each student. Students take both assessments three times per year for progress monitoring. For the 2018-2019 school year, 65% of students met their Growth Goal in Reading Inventory; 71% of students met their Growth Goal in iReady. In addition to these nationally normed assessments, Green Dot interim assessments are aligned to both Common Core content standards and Literacy standards to expose students to rigorous assessments and provide teachers with data to inform instruction and re-teaching as needed. In recent state assessment data for 2018-2019, 36% of students met or exceeded the standard in ELA. In order to continue to push growth the school will continue to focus on school-wide literacy strategies and the use of data to respond to student needs. In recent state assessment data for 2018-2019, 22% of students met or exceeded the standard in Math. In order to continue to push growth, the school will continue to implement a common-core aligned math curriculum and professional development focused on teaching math for conceptual understanding. Additionally, Green Dot schools receive student growth percentiles based on state assessment data from CORE. The school is in the 76 and 56 percentiles in ELA and math, respectively.|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2019-11-01||Met|2019
