cdsCode|lea|priorityNumber|summary|meetingDate|additionalInfo|performance|year
33103300128397|Come Back Kids|6|CBK utilized the California Healthy Kids Survey (CHKS) in 2018-2019 as a new instrument to measure school connectedness and school safety. The CBK total reported as moderate (26%) and high (70%) on the 2018-­2019 CHKS on School Connectedness was 95%. The CBK total percent of students responding that they felt very safe or safe was 84% in 2018­-2019. The CHKS (WestEd) is a reliable and valid instrument.|2019-10-01|CBK administered the California Healthy Kids Survey on school connectedness and school safety.|Met|2019
19753090132654|Community Collaborative Charter|6|Data: Parent Participation:  With students in student groups: English Learner (EL) 33%, Low Socioeconomic (LI) 26%, Student with Disability (SWD) 19%,  N/A 22%  Parent Participant Ethnicity: White 37%, Hispanic/Latino 33%, Two or More 11%, African American 15%, Declined to State 4%  Meaning: Overall high satisfaction rating of our school. Parent student group and ethnicity data demonstrates stakeholder engagement and the school's building partnerships with parents. Use:  Collaborate on strategies to invite and encourage participation of all parent groups.   Data:  Overall % in agreement with: Improving the Academic Achievement of Students 98% Positive School Climate and Connectedness 99% Establishing Connections and Partnerships 99% College and Career Readiness and Technical Education Preparedness 100% Overall Satisfaction in School Program 100% Overall Satisfaction with Opportunities to Participate and Provide Input 100% Meaning: Overall high satisfaction rate with the school program. 98% Improving the academic achievement of students based on my student sets personal academic achievement goals and works independently to achieve those goals in a timely manner.  Use:  Teacher collaboration on evidence-based strategies to teach independent study skills and the setting of goals and achieving them.  Data:  Student Participants:  English Learners 27.30%, Student w/ Disability 15.20%, Low Socio-econ 12.10%, N/A 60%  88% of the students surveyed feel that their teacher is available to speak with them to provide support and guidance with school work 94% of the students surveyed feel that the curriculum provides challenging grade level instruction and assessment of their academic progress 82% of the students surveyed feel that the curriculum and instruction are engaging and they are able to complete their coursework on time. 97% of the students surveyed feel that their teacher cares about their education and is committed to helping them succeed 100% of the students surveyed feel safe and welcome to meet with their teacher to discuss their progress 91% of the students surveyed feel satisfied with their school 94% of the students surveyed feel that the school does a great job communicating with them 88% of the students surveyed feel that there is additional support for their academic or developmental needs 94% of the students surveyed feel that if they have a problem, there is someone at school they can talk to Meaning: Overall strength in satisfaction with the school program. Staff collaboration on strategies for providing student support and teaching student goal setting and independent study skills. Use: Continue the teacher collaboration and training of evidence based communication strategies and teaching independent learning and goal setting skills to support student success; and, improve the overall satisfaction with the school educational program.|2019-10-10||Met|2019
34765050108837|Community Collaborative Charter|6|School climate surveys are administered to both school staff and students on an annual basis. Both surveys indicated a positive school environment overall where students feel safe and supported. Staff indicated a positive collaborative culture where shared-decision making is practiced and Capturing Kids Hearts is being implemented school-wide. The results of the school surveys are reported to the School Site Council and the governing board during the spring of each school year to help develop the LCAP goals for the subsequent school year.|2019-10-22||Met|2019
19646420136127|Community Collaborative Virtual - Keppel Partnership Academy|6|Data:  Parent Participants with students in student groups:  EL 30%, Low Socio-economic 30%,  N/A 40% White 66.7%,  Two or More Races 19.1%, Hispanic/Latino 16.7%, Pacific Islander 16.7% Student Participants: EL 66%, Low Socio-Economic 33%  Overall % in agreement with: Improving the Academic Achievement of ALL Students 95% Positive School Climate 100% Establishing Connections 95.75% College and Career Readiness and Technical Education Preparedness 100% Overall Satisfaction in School Program 100% Overall Satisfaction with Opportunities to Participate and Provide Input 100% Meaning: Parent student group and ethnicity data demonstrates stakeholder engagement and the school's building partnerships with parents and students. Overall, there is a high satisfaction rate with the school program. Improve the perception of the school and teacher valuing the student’s background, culture, and diversity.  Use: Collaboration with teachers at staff meetings on strategies for demonstrating culture appreciation. Professional development on Cultural Awareness and Appreciation.   Data:  Positive School Climate Student Survey Results Overall % in agreement with: School's High Expectations for Student Performance 100% School Safety 100% Respectful School Climate 100% Caring Adults at School that Support Students 88% Social and Emotional Learning 92% Meaning: Strength in overall satisfaction with Positive School Climate. Improve student perception of caring adults at school through training on effective communication skills, monitoring student progress and follow-up. Use: Teacher collaboration and training on researched based strategies for effective teacher/student communication.|2019-10-10||Met|2019
36677360136069|Community Collaborative Virtual - Sage Oak Charter|6|Data:  Parent Participants with students in student groups:  EL 12.5%, Foster Youth 2%, Student With a Disability 8.3%, Low Socioeconomic 10%, N/A 70.8% Ethnicity: White 49.2%,  Hispanic/Latino 20%, African American 1.7%, Asian 6%, Pacific Islander .8%,  Declined to State 2.5% .  Overall % Parent in agreement with: Improving the Academic Achievement of Students 98% Positive School Climate 98% Establishing Connections and Partnerships 98% College and Career Readiness and Technical Education Preparedness 99% Overall Satisfaction in School Program 98% Overall Satisfaction with Opportunities to Participate and Provide Input 98% Meaning: Overall high satisfaction rating of our school. Parent student group and ethnicity data demonstrates stakeholder engagement and the school's building partnerships with parents. Use: Collaborate on strategies to invite and encourage participation of all parent groups.   Student Participants:  EL 4.3%, Students with a Disability 8.7%, Foster Youth 4.3%, Low Socio-Economic 10%, N/A 81.3% Overall % students in agreement with:  My teacher is available to speak with me when I need guidance and support 100% The curriculum provides challenging grade level instruction and assessment 100% The curriculum and instruction are engaging and I complete my work on time 100% My teacher cares about my education and is committed to helping me succeed 100% I feel safe and welcome to meet with my teacher to discuss my progress 100% Overall, I feel satisfied with my school 100% Overall, I feel satisfied that the school does a great job communicating with me 100% There is additional support for my academic or developmental needs 100% If I have a problem, I know I have someone at school that I can talk to 100% Meaning: Overall high student satisfaction with the school program. Use: Continue to collaborate on all areas to maintain and continue student perception of the CCVS-Sage Oak Charter School academic program.  Positive School Climate Student Survey Results Data:  Student Participants:  EL 20%, Students with a Disability 60%, Low-Socioeconomic 10% Overall % in agreement with: School's High Expectations for Student Performance 100% School Safety 100% Respectful School Climate 100% Caring Adults at School that Support Students 98% Social and Emotional Learning 100% Meaning: Strength in overall student satisfaction with the positive school climate.  Use: Teacher collaboration on strategies and skills in effective communication during teacher/student meetings and monitoring student work with follow-up on students not completing their work with check-in calls and emails.|2019-10-10||Met|2019
19647336094726|Community Magnet Charter Elementary|6|LAUSD administered the 2018-19 School Experience Survey during the fall semester. The following are the results that pertain to school climate for Community Magnet Charter School:  • School Experience Survey participation rates for students was 95%. • The percentage rates of students reporting being happy at school was 93%. 88% also reported          feeling they were a part of their school. • CMCS was perceived to be a safe place by 90% of students. • When students were asked if adults treated them with respect, 80% of CMCS students replied in the          affirmative.|2019-11-04||Met|2019
37103710137695|Community Montessori|6|Community Montessori School annually measures the school climate of students and their perception on programs, events, and activities. Results from the student survey are compiled and shared with all stakeholders including the local governing board at a regularly scheduled meeting. Communication has consistently been raised as an area for growth, thus the school has implemented the use of Parent Square to establish direct communication with parents, instead of expecting staff to forward information along in a timely manner. Additionally, the school opened up a parent portal on the website to give parents access to school documents (handbooks, logs, sample curriculum, etc.).|2019-10-30||Met|2019
34765050101766|Community Outreach Academy|6|A survey is administered to parents annually to seek input on school culture and climate. Parents indicated they feel comfortable approaching teachers and administrators with concerns or questions and are highly satisfied with the foreign language and cultural aspects of the school’s program. The survey indicated that parents feel the campus is very safe and clean. They indicated that there are many opportunities for parent participation in school activities and processes and that the school does an excellent job making parents aware of the ways they can participate in the school program. The survey was a survey designed with input from Gateway Community Charters and the school around school goals related to parent participation and input. It will be reviewed annually to ensure alignment with LCAP goals.|2019-10-22||Met|2019
19647330129874|Community Preparatory Academy|6||||Not Met|2019
30664640123729|Community Roots Academy|6|SURVEY FINDINGS: GRADES 4-5 2018-19:  Student Survey Participation Rate: 52% A total of 32 grade 5 students (35% participation rate); and 21 grade 6 students (40% participation rate): • 81% of grade 5 and 6 students agreed that teachers and other grown-ups at the school care about them most/all of the time. • 65% of grade 5, 48% grade 6 students agreed that teachers and other grown-ups make an effort to get to them (students) most/all of the time.  • 91% of grade 5, 62% grade 6 students agreed they are happy to be at CRA most/all of the time.  • 80% of grade 5, 58% grade 6 students feel like they are part of the school most/all of the time.  • 85% of grade 5, 71% grade 6 students agreed they feel safe at school most/all of the time. A total of 41 grade 7 (77% participation rate); and 33 grade 8 students (66% participation rate):  • 63% grade 7; and 66% grade 8 students agreed that teachers and other grown-ups at the school care about them most/all of the time. • 86% grade 7; and 88% grade 8 students Strongly Agree/Agree they feel close to people at school.  • 78% grade 7; and 69% grade 8 students Strong Agree/Agree they are happy to be at CRA.  • 77% grade 7; and 69% grade 8 students Strongly Agree/Agree they feel like they are part of this school.  • 81% grade 7; and 85% grade 8 students Strongly Agree/Agree they feel safe at their school.   The principal and school staff will utilize the results of the CHKS to improve and expand its Multi-tiered System of Supports (MTSS) of schoolwide support services, communication, support a positive school climate, and strengthen delivery and accountability of its character development/core values.  In addition, the administrative team will work diligently to increase student participation rates for the CHKS that will be administered in Spring 2020.|2019-09-09||Met|2019
01100170123968|Community School for Creative Education|6||||Not Met|2019
57727020139436|Compass Charter School of Yolo|6|This survey assesses in more depth issues of academic quality, respectful relationships, the relevance of virtual classroom lessons, scholar learning motivation and virtual classroom involvement. In comparison to previous years, there was 91% of families that agree that CCS is committed to the success of each scholar. Families were also asked if they agree that teachers are responsive to scholar needs, 89% agreed. There was also an overall positive program satisfaction rating from 90% of our families.  As a response to the survey results the LEA implemented organization-wide updates for continuous improvement purposes.|2019-10-03||Met|2019
10623310130880|Compass Charter Schools of Fresno|6||||Not Met|2019
19753090135145|Compass Charter Schools of Los Angeles|6|This survey assesses in more depth issues of academic quality, respectful relationships, the relevance of virtual classroom lessons, scholar learning motivation and virtual classroom involvement. In comparison to previous years, there was 91% of families that agree that CCS is committed to the success of each scholar. Families were also asked if they agree that teachers are responsive to scholar needs, 89% agreed. There was also an overall positive program satisfaction rating from 90% of our families.  As a response to the survey results the LEA implemented organization-wide updates for continuous improvement purposes.|2019-10-03||Met|2019
37682130127084|Compass Charter Schools of San Diego|6|This survey assesses in more depth issues of academic quality, respectful relationships, the relevance of virtual classroom lessons, scholar learning motivation and virtual classroom involvement. In comparison to previous years, there was 91% of families that agree that CCS is committed to the success of each scholar. Families were also asked if they agree that teachers are responsive to scholar needs, 89% agreed. There was also an overall positive program satisfaction rating from 90% of our families.  As a response to the survey results the LEA implemented organization-wide updates for continuous improvement purposes.|2019-10-03||Met|2019
36679590124032|Competitive Edge Charter Academy (CECA)|6|In the year 2017-2018 CECA students in grade 5-8 took the annual Gallup Poll.  Results in the areas of hope and engagement were analyzed. IN the area of engagement 62% of students felt engaged while 38% were either stuck or not engaged.  In the area of hope , 49% were hopeful while 51% were either stuck or discouraged.  Diving into the actual responses in the area of engagement, CECA students scored three areas lower than others: At this school I get to do what I do best everyday, I have fun at school and In the last seven days someone at school has told me I have done a good job.  Overall eighth grade students scores significantly lower on the engagement scale.  As a staff we reviewed these results and completed an activity during which we identified potential causes for scoring low in these areas.  Some root causes, according to staff, included teaching to the middle, weak questioning strategies, lack of positive reinforcement, and lack of extra curricular activities for older students.    To address these areas, we introduced the Mathematical Mindsets approach to seeing and teaching math, a highly engaging and research-based approach to teaching math through hands-on activities and big ideas; we introduced lunchtime sports and clubs that would help keep students engaged and help introduce them to new friends; we introduced a new schedule that shortneed time in electives and combined classes so that students had longer time in ELA and math, longer passing periods and an extended nutrition break; and begun a student mentor and tutoring program that would empower older students to help younger students.    In the area of hope CECA students rated the school low in the areas of I can find ways around problems and I have a mentor.  To address these areas CECA staff have added an IB period for 6-8th grade students during which we focus on approaches to learning, such as being Effective, which focuses on self-motivation and mindset.  Students participate in activities that foster collaboration and struggle through rigor.  The results have been promising.  As stated previously, mentoring through the WEB Program and tutoring training have provided the peer support many students have been lacking.  One area of growth is providing adult mentors.  Attaching adult mentors to students demonstrating struggle whether social, emotional or academic would be hugely beneficial for some of our students.  We have also provided numerous opportunities for exposure through our pro-talk sessions, which introduce students to different careers.  Continuing these opportunities and broadening the types of speakers would help keep the program alive and effective for students.|2019-10-22||Met|2019
19734370000000|Compton Unified|6|CUSD provides a school connectedness surveys to students in grades 5-12 with questions related to safety, relations, instruction, and expectations. The number of surveys completed has increased significantly over time going from 2,700 in 16/17 to 8,012 in 18/19. The results of this survey help us inform our LCAP.   The 18/19 results indicate that 74% of the students who took the survey looked forward to attending school. These results were better than two years ago when only 66% of the students responded positively. In any case, over 25% of our students completing the survey showed a lack of interest in school, which is a clear indication that we must continue focusing on student engagement. Last school year, we provided multiple opportunities for students to participate in athletics (e.g. softball, basketball, Rod Dedeaux Baseball Foundation, Sloane Stephens Tennis Foundation), field trips, academic competitions (e.g. pentathlon, STEAM, robotics), and enrichment (e.g. Southern University Band Camp). We will continue providing these opportunities while we develop instructional practices that promote student collaboration, rigor, and engagement (e.g. Project-Based Learning).  On questions related to safety, 71% of the students agreed that staff at their school does a good job at keeping the school safe. Two years ago, only 45% of the students agreed that their school was a safe place. This shows a significant change in students’ perceptions about safety in their schools. A total of 76% of the students agreed that adults at their school felt the responsibility to ensure a safe/supportive learning environment; this is also significantly higher than the 69% from two years before. However, on questions related to bullying not being tolerated at school, only 48% of the students agreed. These results are concerning, and this is why CUSD is committed to continue improving the work in this area.   Over the years, CUSD has developed multiple strategies to improve school climate. In 17/18 seven schools participated in the “Year 1 PBIS Reboot” and attended numerous LACOE sponsored workshops. Eight additional schools participated last school year in the expansion of the PBIS program, and the work will continue in 19/20. The collaborative efforts between the Child Welfare and Attendance (CWA), school police, and the school sites established a partnership with Centinela Youth Services to provide weekly restorative justice practices for our students. “Be and Upstander” anti-bullying campaign was launched in October 2017 and it continues taking place every year. Schools are provided t-shirts and wristbands for students and adults, and rallies are being held district-wide. “Upstander” orange is worn on Fridays by the CWA staff to promote anti-bullying all year long. In 18/19 we launched our bullying application called “BRIM”, and piloted “My Buddy Benches” in several Elementary Schools as an intervention to combat student isolation and loneliness.|2019-10-23||Met|2019
56737590000000|Conejo Valley Unified|6|The CVUSD is committed to providing all students with a safe learning environment that promotes participation and school connectedness. CVUSD measures student perceptions of school safety and connectedness via both the biennial California Healthy Kids Survey in grades 7, 9, and 11; and the annual, locally defined, student LCAP survey in grades 4, 5, 7, 8, 10, and 11. The students surveyed using one or both of these measures consisted of 2% African American, 11% Asian, 25% Hispanic or Latino, 57% White/Caucasian, and 28% that were Two or More Races.  The 2017 California Healthy Kids Survey (CHKS) yielded increases in student feelings of safety and connectedness. In 2017, 79% of students in 7th and 74% in 9th grade stated that they feel safe at school, while 71% of 11th grade students also stated via the survey that they feel safe at school. On the same survey, 64% of students in grade 7 reported that there were sufficient opportunities for meaningful participation at their school. 45% of students in grade 11 concurred that sufficient opportunities for meaningful participation were present at their respective schools. The composite scores of CHKS yielded high school connectedness ratings for 69% of grade 7 students, 62% of grade 9 students, and 53% of grade 11 students. Although some differences in responses existed between grade-levels, no statistically significant differences in responses between student populations within grade-levels existed.  The locally-defined CVUSD LCAP survey of students in grades 4, 5, 7, 8, 10, and 11 measured student attitudes toward school. The majority of students in all grades reported that they “like being at school.” 89% of students in grades 4 and 5 reported they like being at school, and 70% of students in grades 7, 8, 10, and 11 reported that they like being at school. Further, 96% of students in grades 4 and 5 reported that they feel their teacher cares about them; and 80% of grades 7, 8, 10, and 11 students reported that they feel all of their teachers care about them. An additional student connectedness LCAP metric that is utilized in CVUSD is the percent of high school students participating in at least one school-sponsored co-curricular activity, including Athletics, Dance, Band, or Academic Competitions. Across CVUSD, over 60% of all high school students, including 41% of low income students, 40% of Special Education students, and 26% of students designated English Learners participate in at least one school-sponsored co-curricular activity. However, CVUSD was concerned that these percentages were low. During a student focus group in the fall 2016, and another in fall 2018, the lack of student participation rates was a topic of discussion. Students present stated that they had other interests that took up their time, such as working at a job, participating on a travelling club athletic team, outside arts programs, or that they were simply focusing solely on academics.|2019-06-04||Met|2019
41690050127282|Connect Community Charter|6|The charter school's Educational Vital Signs survey asked respondents about trust, accountability, commitment, connection, and growth. Connect's lowest scores were in the areas of accountability and commitment. Its highest scores were in the areas of trust and connection.  The EVS model shows that action to help with connection and accountability is in regards to safety. Connect is working with teachers and students, as well as facilities, to create an environment where students feel safe. Additionally, the charter school is increasing community events and meetings to continue to build on it's higher involvement scores.|2019-10-03|Connect experienced a change in co-located schools this year. Despite the increased student presence and traffic, connect is continues to work on improving the safety for students and families. This includes reporting incidents on the facilities, following up with repairs, and supporting students with social-emotional lessons.|Met|2019
50755725030317|Connecting Waters Charter|6|Connecting Waters asks students to complete an internal survey developed by the school leadership to ensure relevancy to our students in their special setting.  The survey was sent out to students in every grade. Results are provided and analyzed by the school’s leadership team and Parent LCAP Advisory Committee. Specific data points monitored include: *Student Rating of School Environment *Adult Expectations *Student Expectations *School Connectedness *School Safety *Adults are helpful to students *Adults treat students fairly *Adults treat students respectfully *Adults encourage students to do their best *If students have a problem, they know they can go to a staff member for help.   As a result of data analysis, our Guidance Department increased training regarding high risk students and worked with the Special Education Department to create a post-graduate transition plan for all students. Connecting Waters has also developed a Parent Advisory Council in order to ensure that Connecting Waters receives maximum parent input and to give families an opportunity to connect with other families in its Independent Study setting.  Additionally, because Connecting Waters is a personalized learning independent study charter, student concerns can be addressed individually by each teacher assigned to the student in a 1:1 setting.|2019-10-21||Met|2019
01100170136101|Connecting Waters Charter - East Bay|6|Connecting Waters Charter School, East Bay asks students to complete an internal survey developed by the school leadership to ensure relevancy to our students in their special setting.  The survey was sent out to students in every grade. Results are provided and analyzed by the school’s leadership team and Parent LCAP Advisory Committee, but to protect the identity of students due to a small reporting group, data summary will not be reported out publically. Specific data points monitored include: *Student Rating of School Environment *Adult Expectations *Student Expectations *School Connectedness *School Safety *Adults are helpful to students *Adults treat students fairly *Adults treat students respectfully *Adults encourage students to do their best *If students have a problem, they know they can go to a staff member for help.  Due to small data sizes, to protect the identity of our students, data analysis is not posted publically.  As a result of data analysis, our Guidance Department increased training regarding high risk students and worked with the Special Education Department to create a post-graduate transition plan for all students. Connecting Waters Charter School, East Bay has also developed a Parent Advisory Council in order to ensure that Connecting Waters Charter School, East Bay receives maximum parent input and to give families an opportunity to connect with other families in our Independent Study setting.  Additionally, because Connecting Waters Charter School, East Bay is a personalized learning independent study charter, student concerns can be addressed individually by each teacher assigned to the student in a 1:1 setting.|2019-10-21||Met|2019
50711670138057|Connecting Waters Charter School - Central Valley|6|Connecting Waters Charter School, Central Valley asks students to complete an internal survey developed by the school leadership to ensure relevancy to our students in their special setting.  The survey was sent out to students in every grade. Results are provided and analyzed by the school’s leadership team and Parent LCAP Advisory Committee. Specific data points monitored include: *Student Rating of School Environment *Adult Expectations *Student Expectations *School Connectedness *School Safety *Adults are helpful to students *Adults treat students fairly *Adults treat students respectfully *Adults encourage students to do their best *If students have a problem, they know they can go to a staff member for help.   Due to small data sizes, to protect the identity of our students, data analysis is not posted publically.  As a result of the data analysis, our Guidance Department increased training regarding high risk students and worked with the Special Education Department to create a post-graduate transition plan for all students. Connecting Waters Charter School, Central Valley has also developed a Parent Advisory Council in order to ensure that Connecting Waters Charter School, Central Valley receives maximum parent input and to give families an opportunity to connect with other families in our Independent Study setting.  Additionally, because Connecting Waters Charter School, Central Valley is a personalized learning independent study charter, student concerns can be addressed individually by each teacher assigned to the student in a 1:1 setting.|2019-10-21||Met|2019
55724135530191|Connections Visual and Performing Arts Academy|6|Based on the findings from our California Healthy Kids Survey (grades 9 and 11 surveyed), Summerville High School and Connections Visual and Performing Arts Academy realized the following results: students feel the school is a safe place to be (9th 58% agree, 11th 70% agree), adults have high expectations and encourage students to learn (9th 65% agree, 11th 74% agree), there are caring adults at the school (9th 59% agree, 11th 66% agree), students have academic motivation (9th 71% agree, 11th 67% agree),  teachers work hard to help with school work (9th 53% agree 11th 48% agree), teachers encourage classroom participation (9th 64% agree 11th 58% agree), staff promotes academic success for all students (9th 48% agree 11th 53% agree, parents 77% ), SUHSD provides a supportive and inviting environment for learning (9th 52% agree 11th 45% agree, parents 71%), staff makes it clear that bullying is not tolerated (9th 53% agree 11th 50% agree), school grounds and building are clean (9th 66% agree 11th 75% agree), there is good support from the community (parents 94%), there are opportunities for parents and community to be involved in school (parents 96%). Areas to continue our work on include: students have considered suicide (9th 24% agree 11th 19% agree), there is meaningful student participation (9th 28% agree 11th 31% agree), affected by harassment through rumors (9th 42% agree 11th 46% agree for one or more times), students experience cyberbullying (9th 28% agree 11th 28% agree for one or more times).  Students have experienced an increase of use of marijuana through edibles, smoking, and vaping. We are committed again this year to having a parent and student information night in addition to what they learn in school about drug use, drug abuse and how to say no or help oneself or a friend stay away from drugs.|2019-10-23|Summerville High School and Connections Visual and Performing Arts Academy have implemented the Character Counts program that allows staff to recognized students for doing the right thing with regard to the 6 character counts pillars of Trustworthiness, Respect, Responsibility, Fairness, Caring and Citizenship.  There is a luncheon for students that are recognized and the people that awarded the student speak about why they were selected in front of the group.  The students each receive a Character Counts t-shirt as well.  These ceremonies are done monthly. ASB continues to provide a leadership of the campus to address positive interrelationships between students, between students and adults and within our community of learners through social media. The Summerville High and Connections Academy California Healthy Kids Survey (CHKS) results have shown good improvement over the last year especially in areas such as feeling safe at school, feeling as if adults care about students, and provide a learning environment where academic achievement is not only important but supported as well. Conversely, the CHKS survey reflects that there are still areas of growth at Summerville High and Connection Academy such as: dealing with feelings of depression, anxiety, hopelessness, suicidal ideation, and cyberbullying.   In addition, students feel that there could be more meaningful participation in school and more parent involvement.|Met|2019
01612590132555|Conservatory of Vocal/Instrumental Arts High|6|The LEA is in process of administering the Healthy Kids Survey.|2019-09-23||Met|2019
07100740000000|Contra Costa County Office of Education|6|Spring 2019 California Health Kids Key Results: - 42% of students report that it is pretty much true or very true that "at my school, there is a teacher or some other adult who listens to me when I have something to say" - 47% of students report that it is pretty much true or very true " at my school, there is a teacher or some other adult who really cares about me" - 44% of students report that it is pretty much true that "at my school, there is a teacher or some other adult who believes that I will be a success" - 42% agree or strongly agree "I feel safe at my school" - 67% agree or strongly agree " I try hard to make sure that I am good at my schoolwork" - 74% report that in the past 12 months they have never been made fun or, insulted or called names - 53% report that they have used alcohol in their lifetime - 73% report that they have used marijuana in their lifetime - 33% report that they have used cold/cough medicines or over the counter medicines to get high - 51% report that they have "driven a car when you had been using alcohol or drugs or been in a car driven by a friend who had been using" - 44% report that they have smoked a cigarette, 56% report that they have used e-cigarettes  * Takeaways: - We need to improve the way that students feel connected to their school - We need to improve the feeling of safety at school - Our students have a high level of substance use before their incarceration  * Actions: - Focusing our professional development and coaching on providing engaging, culturally relevant instruction that promotes connection - Delivering Social Emotional Direct instruction for 180 mins/week for all students|2019-10-16||Met|2019
07100740134114|Contra Costa School of Performing Arts|6|The Contra Costa School of Performing Arts administers a stakeholder survey annually to assess a variety of performance metrics.  In the areas of school safety and connectedness, our student data shows strong positive feelings in both areas (only 8% of students reported not feeling safe and only 4% of students reported not feeling connected).  While this points to overall strong school climate, there are still concerns around those students that reported a lack of safety or connection with teachers and staff and still others that reported a neutral position in both categories.  The school analyzes this data and continues to work on improvements.  It is informative to look closely at the narrative answers that some student provide as this provides deeper insight into the root causes of their perspective.  We find that two specific focus areas for improvement can build our levels of safety and connection.  The first is expanding and deepening school extracurricular activities and programs.  While the arts programming are a strong start in this area, the students report the need for additional (and often traditional) cultural hallmarks including more dances, rallies, and other student body events.  As such, we have put time and resources into our student leadership program and aim to see them lead this development effort.  The second area is mental health services.  We find that the number of students that report struggles with mental health to be generally increasing over the last decade (in all education settings, not just our school).  Our own students present mental health struggles on a broad spectrum  and require layers of additional support services.  The creation and expansion of an ERMHS (Educationally Related Mental Health Services) program on campus is our measure to provide such support.  Students and parents already report positively about the staff and programming that have been introduced in this area.|2019-10-10||Met|2019
16638910000000|Corcoran Joint Unified|6|1.  Data: Corcoran Unified School District administered the Healthy Kids Survey to students in grades 4-12 to measure the perceptions of school safety, connectedness, and academic motivation.  It was administered in January 2018.  Survey results showed that 72% of students feel safe at school, while 77% of staff feel safe at school. 79% of students feel connected to the school most to all of the time.  69% of students feel adults at school care about them.  83% of students feel academically motivated at school.     Something that the District learned from these results is that recent events in the nation play a role in the student’s perception of feeling safe at school.  2. The analysis of the survey identified strengths and areas of need.  The increase in students’ feeling of safety may be a result of staff trying to connect with students and treating them with respect.  PBIS continues as a focus of establishing school-wide expectations and code of conduct.  All schools have received Gold status in past years for their efforts to set supports in behavior, rewards for conduct and productivity, and for establishing interventions to support appropriate behavior and conduct.  Though staff is trying to connect with students, finding opportunities and time to engage with students outside of class has been a challenge in our middle school and high school.   In order to address connectedness and academic motivation, the District is rolling out Capturing Kids Hearts training starting at the middle school in the current year and at the high school the following school year.  3. Use: The district continues to provide a positive, safe, clean, and nurturing environment for students. Building strong relationships between students and staff has been a collaborative effort in order to improve connectedness between the two.  The district understands the effect that developing positive relationships have on students’ academic success.  In addition to providing Capturing Kids Hearts training, the district has increased mental health services at the school sites by hiring a mental health clinician and additional school psychologist.  Positive Behavior Intervention Supports (PBIS) are continuously being strengthened and district-wide, Response to Intervention supports are being reviewed in order to reinforce positive behaviors on campus, develop strong relationships among students and staff and provide targeted behavioral supports to students.|2019-10-22||Met|2019
04100410114991|CORE Butte Charter|6|CORE Butte surveys its students, parents and staff over the course of the academic year. For the purposes of evaluating local measures, CBCS has chosen to review our survey data collected over the 18-19 school year. CORE’s engagement survey shows that a majority of stakeholders truly feel that family leaders and school and school staff continue to collaborate on decisions that affect students and families to help create policies and procedures that support the mission and vision of CBCS while addressing the individual needs of the students and families. Survey results show CBCS works closely with its stakeholders to implement and evaluate decision & to continually meet community needs. CORE strives for 100% parent participation on the Advisory Council and Board. The survey indicates that approximately 90% of stakeholders feel that they can directly advocate and make change on a per student level, which is in direct alignment with our model as a personalized learning school. 85% of CBCS families surveyed feel that they are directly involved in decisions made at the student level and are directly involved in monitoring individual student progress and make personal decisions for his/her student. Survey results show 97% of the school’s families feel our school is a safe & supportive environment. 100% of the students who took the survey who were in Tk-8th grade said they feel safe at school, 97% of the schools 9-12th grade students. 100% of the students who took the survey responded that they like CBCS and 97% of those stated they would highly recommend it to others. 99% of the students who responded stated that the teachers are respectful and kind.. A good example of the type of culture CORE Butte creates at school is the following quote from the survey, “My teachers really showed and interest in my life and how I was doing. And if they noticed that I was struggling in school sometimes they would come up and ask if there was anything that they could do to help me”. CBCS also conducts an annual survey that utilizes the metrics that BCOE created to analyze a school’s ability to engage its stakeholders in decision making. This survey helps lead to decisions that are made by CAC and the Board. CBCS continually strives to provide an environment for students & families that is safe, inviting, and in which students thrive. The survey data shows that CBCS continues to thrive in this area and that culture is a priority. The school works incredibly hard to include all stakeholders in decision making for the school. Through CAC and the Board, CBCS parents and community have a large place on the decision making bodies, along with the fact that parents are engaged in regular decision making with students.  CORE Butte would like to see an increase the number of students and families who engage in the survey process. CORE Butte continues to work on communicating the roles of its Board as well as disseminating information to the community.|2019-09-13|Better communication leads to better academic achievement and a healthier community, the two areas we are focusing on in the LCAP.|Met|2019
58727286115935|CORE Charter|6|CORE Charter School annually asks its students to report on their sense of safety and connectedness through a whole school designed survey. It does this because these are elements the school regards as highly important for its students. According to our survey, of our K-12 students poled most agree they have a sense of belonging to CORE Charter School; students poled feel they can turn to a teacher with a problem, students poled feel safe and feel like they can be themselves, and students poled like learning at the Resource Center. Many feel that the safety CORE ensures helps them reach their goals. A result that captures this sense of safety and connectedness is the fact that students agree to the statement: “I would recommend CORE Charter School to my friends.”|2019-10-10||Met|2019
31103140119214|CORE Placer Charter|6||||Not Met|2019
